Nama Pelanggan,Produk,Ulasan,Rating,Unnamed: 0
c***o,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S","produk bagus dan worth it untuk harga segitu. pengiriman juga cepat. mungkin minusnya krn talinya, mau yg XL atau XXL masih kepanjangan, padahal bagian tanktopnya pas bgt",4,511.0
W***a,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S","Bahan tebal, jahitan rapi, proses cepat packing rapi. bagian tali terbuat dr bahan seperti karet rambut dgn diameter 3mm, enak dipakai, semoga tali nya gak gampang melar....",5,513.0
j***s,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",bagus cm gk gt ngaret bngt ya.,5,515.0
Priscillia,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S","Buat yang suka pressed, ukuran S ini bisa jadi daleman pengganti bra atau jadi kemben sih mnrt gue. Krn bahan tidak panas, semi kaos. Jahitan pun rapih. Kayanya gue akan...",5,516.0
A***a,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",Ukuran pas barang ok,5,517.0
H***y,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S","udah sering beli hana di berbagai platform online shop, bagus bahannya, sesuai ekspektasi, keren pokoknya, pertahankan ya kualitasnya soalnya aku udah percaya",5,518.0
Fenny,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S","Kainnya bagus ya
Gak murahan",5,521.0
T***n,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",ta,5,522.0
Nanang,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",ukuran pas sesuai deskripsi..nyaman waktu di pakai..dan paling penting harga nya pas di kantong,5,523.0
Q***n,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S","bahan tanktopnya bagus, adem. recomended karna aku beli paket bubbling sama outernya. harga terjangkau",5,527.0
A***n,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",Ok barangnya sesuai pesanan,5,529.0
alfie,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S","barang sesuai cmn untuk ukuran L, kecil bgt, its ok",4,530.0
V***a,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S","bagus siiihh, gak ngepress bgt di badan. mungkin harusnya pilih L kali ya. minus tali kepanjangan sama bagian ketiak kanan udah agak belel gitu kaya pernah dipake, jdnya...",4,531.0
C***a,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",Bahan bagus dan ga menurutku ga nerawang asal dalemannya jangan yang terang2 trus talinya warna putih juga jadi bagus,5,532.0
i***h,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S","Ngepas banget di badan ku dengan BB 53,5
maybe next time aku pesan yg size L kali ya.. ku kira badan ku kecil aja 🤣 ternyata gendutan.. tp syukurlah kainnya melar jadi o...",5,533.0
puti,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",Bagus bahan tebell,5,535.0
H***i,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S","bb 50 tb 160 ld 88 pke xl pas sih, cuman pesen warna putih kalo braless nrawang ya, tapi bahannya adem pol lebih bgus dripada yg varian cherish krna licin. overall oke.",5,536.0
R***w,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",Deres banget mantap kaka,5,537.0
Dian,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",MANTAAAaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaap,5,538.0
Kadek,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",Bagus sih cuma sayang bgt sizenya spt size anak-anak dan tidak strech jg bahannya..,4,539.0
Riantina,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",ini bagus dan adem,5,540.0
A***a,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",trmks,4,541.0
H***a,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",bahan agak panas,3,543.0
Maheswari,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S","barang udh smpe ya kak, Sesuai dengan pesanan, real picture, mksh Kaka",5,544.0
Novi,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S","fast respon seller,pengiriman cepat,brgnya berkualitas",5,545.0
S***e,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",bagus dan pas badan juga,5,546.0
V***i,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S","sy dichat untuk naikin rating, ngeganggu",4,547.0
Desty,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",Bahannya adem. Tidak menerawang. Jahitannya rapi. Enak dipakai ✨.,5,548.0
Agatha,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",kecil bet pdhl xl,5,549.0
M***M,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",request dari penjual,4,550.0
Dhika,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",Bahannya adem. Enak dipakai ✨.,5,551.0
M***e,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S","pelayanan bgs, barang cpt sampai dan bahan kerenn, sukses selalu",5,552.0
Shana,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",recommended pokoknya..,5,553.0
A***s,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",mintiib,5,554.0
kekey,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",ambil size S ternyata kekecilan pdhl badan gw itu kecil dan kurus.. kemarin mau ambil size yg M tapi takut kegedean.. bahan nya gak melar jadi pas di pake sakit di bagian...,5,555.0
T***i,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",produk sesuai,4,556.0
Shintia,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S","selalu puas belanja di toko ini bahan nya bagus
mau request aja ni untuk yang LD nya 120 mending ukuran XL aja pas jangan XXL pasti ke gedean",5,557.0
sandy,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S","bahanya elastis, ringan, nyerap keringat, ga panas dan barang sesuai",5,558.0
L***a,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S","belum coba dan lagi dicuci, semoga cocok dan awet ya 😊 kalo bagus pasti langganan kok hehehe",4,561.0
C***e,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S","bagus, bahannya enak di pake nggak gatel. cuma talinya kepanjangan tapi masih bisa di jahit.
 pengiriman cepat, mantap 👍👍",5,562.0
N***i,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",lama sik prosesnya.. tapi ya udalah yaa.. cz pas nyampe lega aja barangnya bagus,5,563.0
Monica,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S","lebih kayak bralette drpd crop tank, tp okelah pas banget ukurannya. buat yg lain mending size naikin 1",5,564.0
S***o,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",barang ok,4,565.0
I***m,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",terimakasih,4,566.0
P***a,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S","ukurannya pas, bahannya enak. nyesel cuma beli satu 🤣",5,567.0
Yeowoo,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S","nyaman, kalo bisa adain ukuran xs dong.. k",5,569.0
Ananda,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",walaupun barang habis dan ga jadi dikirim seller tetap responsif dan tanggap bencana,4,570.0
Shintia,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",suka aku BB 85 apa 90 gitu muat bahan nya bagus tebel 🥰😘😘😘😘😘,5,571.0
Yusa,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S","Pengiriman lama, order tanggal 5 dikirim tanggal 11🤦🏻",4,572.0
Cut,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",Cakep jahitan rapi,5,573.0
Rizky,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S","puas sama barangnya ,tingkatkan terus ya.",5,574.0
Veronika,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",barang realpict dan bahannya vagus cuma utk diproses sangat lama sampe berhari2,5,575.0
F***l,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",proses pengiriman cepat. makasih yaa,5,576.0
R***e,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",kualitas selalu bagus.  selalu fast respon..  thankyouuu.,5,578.0
L***i,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S","Bahannya lembut, adem, dan ga nerawang walaupun warna putih. Ekspetasi saya itu tank topnya bakalan melar ternyata ga jd waktu pake dan lepas lumayan butuh effort karna t...",5,579.0
Julie,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",Kecil parah kaya baju anak TK 🥲🥲,4,580.0
Fadilla,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S","Pengiriman cepat, bahan kaos selapis gitu. Jahitan rapi, engga stretch ygy",5,581.0
Aura,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",Baguss👍🏻👍🏻👍🏻,5,582.0
m***n,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",baguuus,5,583.0
F***a,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S","Barang nya oke, cuma proses buat masuk kirimnya agak lama",4,584.0
Desi,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S","Bahan bagus dengan harga yang murah, kerennnnn👍👍👍",5,586.0
Erin,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S","bahannya bagus nyaman juga,",5,587.0
Silfa,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",oke mantap,5,588.0
G***a,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",ukuran L di tb 163cm bb 63kg kirain bakal agak kebesaran dikit ternyata ngepas wkwk tapi bagusss ✨ thank u seller,5,589.0
Farida,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",bahan bagus dan ukuran pas utk LD 92. cuma ternyata cropnya pendek bgt 😁,5,590.0
A***a,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S","Bahannya bagus bgt tebel, gak nerawang, nyaman!",5,591.0
L***a,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",warna olivenya bagus,5,592.0
Yulianita,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",Harus beli 1 ukuran dari yg biasa dipakai..,5,594.0
D***i,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",Ternyata size s nya itu bnr” kecil kirain bs muat ternyata kaga 😂 next order size m,5,595.0
sarah,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",Bagus sekali,5,596.0
N***a,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",Modelnya kekinian 😍.,5,597.0
A***a,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S","Sayang bajunya gak dikirim padahal dulu beli tanktop ini karena salah ukuran, suka banget sama tanktopnya",4,598.0
L***a,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",Bahannya adem. Modelnya kekinian 😍. Tidak menerawang. Bahan menyerap keringat. Jahitannya rapi. Enak dipakai ✨.,5,599.0
Warniti,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S","Warnanya cantik 💚. Enak dipakai ✨. Yg terpenting resellernya amanah. terimakasih ini orderan kedua saya, semoga semakin maju",5,600.0
Regi,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S","good seksi banget buat istriii,Enak dipakai ✨. Warnanya cantik 💚 cuma kayanya talinya gak akan bertahan lama, tapi semoga awet ❤️",5,601.0
Warniti,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",Modelnya kekinian 😍. Bahannya adem. Enak dipakai ✨. suka bgt 😊,5,602.0
Connie,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S","bhn ok, jahitan rapi, ga tipis.
ini ukuran kecil, jd hrs benar2 lihat spek nya.

respon seller bgs & pengiriman cpt.",5,604.0
M***a,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S","pas,thx...",5,605.0
Lina,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",Bahannya adem. Enak dipakai ✨. Modelnya kekinian 😍. Jahitannya rapi. Bahan menyerap keringat. Tidak menerawang. Warnanya cantik 💚.,5,606.0
LISDA,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",Bahannya adem. Modelnya kekinian 😍. Jahitannya rapi. Bahan menyerap keringat.,5,608.0
Yulsa,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",Bahannya adem😍😍😍,5,609.0
Susan,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","Bahan bagus, jahitan rapi, harga ok bgt. pengiriman aman.",5,611.0
Lenny,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","sesuai deskripsi, jahitan rapi, respon seller ok, pengiriman cepat",5,612.0
Fadjar,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","Bagus, harga muraah.. kualitas lumayan, bisa buat jalan..",5,613.0
R***a,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",bagus pokonya tdak mngecewakan 😍,5,614.0
Yumi,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",bahan halus&cantik,5,615.0
Fie,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",ukuran pas ..bagus bahannya,5,616.0
L***z,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",Bahan sifon tipis & panas.. kemahalan utk bahan keq gini dgn harga tertera..,3,617.0
maria,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",sesuai foto,5,618.0
Ranididie,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","cardigannya bagus, pas bgt, pengirimannya cepat, trimakasih",5,619.0
R***a,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",bagus bahannya jatoh. cm agak kurang panjang depannya. yg belakang pas sih. bagian depan agak gantung karena ketarik di bagian dada.,5,620.0
aprilia,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","over all okee, cumaa jahitan kurang rapi dan ini udah beli yang keduaaa kali nyaaa",5,621.0
Meta,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",Beli lagiiii.. puasss bgt,5,622.0
Meta,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",Udah pesan ke 2x... keren..,5,623.0
Fie,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",ukuran L pas di badan sesuai deskripsi..bahannya halus n jahitan rapi.suka banget,5,624.0
D***n,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","Ukuran pas. termasuk longgar sih buat aku yang tb 145, bb 50.
Bahannya ga terlalu tipis. Jaitan juga rapi. dipakenya juga nyaman.
Admin responsif, cuma mungkin karna bany...",5,625.0
Y***n,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","Produk ok, sesuai deskripsi, enak di pakai, harga terjangkau, seller fast response, barang sesuai pesanan, jahitan rapi, pengiriman cepat dan packingan rapi.",4,626.0
Anastasia,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","sesuai harga dan kualitas.
oke banget klo utk keperluan mendadak yang butuh baju sesuai dress code.

kebetulan anakku hrs pakai baju merah

jahitan rapi, pokoknya sesuai...",5,627.0
M***t,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","Puas banget .... bahannya bagus, warna sesuai, jahitan rapi & ukurannya jg pas 🤩",5,628.0
Dawi,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",Suka banget sama modelnya yg simple tapi berkesan elegan. Mau beli warna lain lagi 😁,5,629.0
Burhan,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",bajunya bagus...rekomendasi banget,5,630.0
E***i,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",ukuran pas n nyaman dipakainya.,5,631.0
Natalia,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",bahan nya bukan katun dan tipis untuk warna putih nya,4,632.0
I***a,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",lmyan,4,633.0
L***i,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","murah..tapi bagus, jahitan halus. proses cepat. seller 👍",5,634.0
nil,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","Ukuran pas. Bahannya sesuai deskripsi, tipis tapi memang ini yg saya perlu. Delivery jg cepat. Respon seller oke. Thank you Seller",5,635.0
K***e,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","bagus sekali jahitannya super rapi. sy biasanya size L, tp ini ukurannya pas di saya",5,636.0
Brigitta,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",Seller yg 1 ini luar biasa. Saya sudah memohon2 untuk dibatalkan krn salah pemilihan pengiriman nya mau saya ubah ke same day. Krn bajunya mau dipakai esok hari. Tidak di...,1,637.0
D***e,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","TB 158, BB 59 kilo, kalo type yg pundak KAGA lebar, pake ukuran M aja , jangan ukuran L. kalo type pundak lebar dan 'tebel', pake L.  ini order kedua saya. yg per...",5,638.0
L***a,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","ukuran pas, jahitan rapi.bahan halus..nyaman dipakai..next order warna lain..thanks seller",5,640.0
h***i,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","size nya memang pendek jatuhnya di badan, klo yg suka agak oversize baiknya ambil nomor yg lebih besar dan bahan nya baguss, tks seller n courier yg antar.",4,641.0
D***e,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","ukuran pas. tb 155, bb 59, LD 97, pake ukuran L. awalnya ragu mau M atau L. tp untuk yg kaga suka pake baju terlalu 'melihatkan' lekuk badan, mending ambil L, mes...",5,642.0
Ika,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","keren buat outer siist, Assseli",5,643.0
yesinta,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","bahanya enak kak dingin gk panas, jahitan rapi poll, model simple tp elegan kekinian, hrga mantulll top markotop dah..🥳🥳😘😍",5,644.0
Marline,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",tipis banget,5,645.0
L***A,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",bagus .jahitan rapih...,5,646.0
N***e,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","bahan, jahitan dan size semuanya perfect, sesuai dengan style saya",5,647.0
M***s,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",lawas bonor,5,648.0
m***a,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",barangnya bagus. saya beli beberapa kali produk di sini.,5,649.0
M***i,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","respon dan pengiriman cpt,bahan lembut, jahitan rapi, model cantik. tks",5,650.0
M***a,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","Prosesnya luamaaa.... bahan gak meresap keringat, sesuai harga",5,651.0
M***s,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",barangnya sudah sampai tapi lawas bonorrr sampai batuha yg manunggu...wkwk...uyuh banar paketnya,5,652.0
J,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","bagus, sesuai harga",5,653.0
F***a,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","Bagus,Jahitan Rapi, Sesuai pesanan. Terima Kasih",5,654.0
Maya,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",baguusss bangetttt sukaaaaa Bahannya lembut Jahitannya rapi,5,655.0
Donna,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",bagus keliatan mewah guys,5,656.0
Devi,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","sebenernya mau beli ukuran M ternyata mikir lgi buat up sizenya jadi L. Cukup  dan keliatan pas jadi gak terlalu oversize di aku dgn tb 163 dan bb 63kg, kainny enak gak a...",5,657.0
R***h,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","bahannya adem cocok buat jalan, outfitnya bagus kata org2, wah puas rasanya belanja di sini, recommended, kurirnya juga juga ramah",5,658.0
T***a,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","Bagus,suka banget sm bajunya",5,659.0
Nurianty,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",cardigan bagus...seller gercep,5,660.0
Ma,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","Rapi jahitannya
Bagus ko
Rekomended",5,661.0
Aldy,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","Outernya bagussss, kebetulan memang cari yang modelnya simple... Bisa dipadu-padankan dengan banyak baju tanpa lengan... 😁
Untuk BB 45an pakai ukuran S, pas... 👍👍
Kala...",5,662.0
M***i,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","respon dan pengiriman cpt, barang sesuai, nyaman dipakai.tks",5,663.0
Hengky,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",Produk sesuai deskripsi. Thx,5,664.0
M***s,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",top,5,665.0
U***y,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","Bahan tipis ga nyerep kringet, model simpel, sekedar aksen penutup bahu. Okelaaah.. 👍👍",5,666.0
Enni,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",barangnya oke pas di badan,5,667.0
Vania,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","produk sesuai deskripsi, thanks",5,670.0
Hengky,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","Produk sesuai deskripsi, thanks.",5,671.0
Ipiet,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",tipis sekali kainnya,4,672.0
Maria,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","packing rapih banget
respon dan pengiriman sangat cepat",5,673.0
M***i,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","Saya sudah kasih catatan minta warna hitam dan juga sudah chat ke penjual warna hitam tapi yg dikirim warna maroom, parah engga menghargai pembeli",1,674.0
V***a,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",Warnanya cantik 💚. Jahitannya rapi.,5,676.0
A***l,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","Sebelum check out, sudah tanya ke penjual ber ulang ulang 3x apakah confirm barang nya ready stock. Dijawab iya, tp begitu di payment besoknya di info barang tidak ready...",1,677.0
L***a,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","Bahan tipis sesuai yg saya mau, model sederhana, kualitas dan harga sesuai. Recommended seller & recommended product",5,678.0
E***a,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",😍😍😍😍,5,679.0
V***a,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",ud lama cari yg simple gini.. nice.. Bahannya lembut. Jahitannya rapi. Tebalnya pas!. Warnanya cantik 💚. Bahannya adem.,5,680.0
Widiana,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","saya pesan warna navy & white uk Xl di kasihnya warna Maroon uk S , mana bisa di pakai",1,681.0
Vita,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",beli karna melihat ulasan. tyt tipis ya. bhnnya rada kasar jg. lumayan lah sesuai harga,4,682.0
toko,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",bahan tipis tp adeam ..,5,683.0
A***a,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",Sesuai ekspektasi dengan harga yg ditawarkan. Sizenya juga pas di badan ku,5,684.0
J***I,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",cardigannys bagus  bahan sifon.  pas ukuran saya. Ngak nyesel...mo cari warna lain ah..,5,685.0
Yuliati,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",Bahannya adem.,5,686.0
Lovi,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","baguus, Tb 150, BB 62 , agak gede dikit kl dipake kaya outer biasa, tp bisa juga dimodif pake nya,  tinggal diiket jadi pas banget..",5,687.0
E***a,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",looks good on me!🍁,5,688.0
A***a,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","bagus, sesuai gambar",5,689.0
