,Nama Pelanggan,Produk,Ulasan,Rating
576,F***l,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",proses pengiriman cepat. makasih yaa,5
578,R***e,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",kualitas selalu bagus.  selalu fast respon..  thankyouuu.,5
579,L***i,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S","Bahannya lembut, adem, dan ga nerawang walaupun warna putih. Ekspetasi saya itu tank topnya bakalan melar ternyata ga jd waktu pake dan lepas lumayan butuh effort karna t...",5
580,Julie,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",Kecil parah kaya baju anak TK 🥲🥲,4
581,Fadilla,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S","Pengiriman cepat, bahan kaos selapis gitu. Jahitan rapi, engga stretch ygy",5
582,Aura,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",Baguss👍🏻👍🏻👍🏻,5
583,m***n,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",baguuus,5
584,F***a,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S","Barang nya oke, cuma proses buat masuk kirimnya agak lama",4
586,Desi,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S","Bahan bagus dengan harga yang murah, kerennnnn👍👍👍",5
587,Erin,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S","bahannya bagus nyaman juga,",5
588,Silfa,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",oke mantap,5
589,G***a,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",ukuran L di tb 163cm bb 63kg kirain bakal agak kebesaran dikit ternyata ngepas wkwk tapi bagusss ✨ thank u seller,5
590,Farida,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",bahan bagus dan ukuran pas utk LD 92. cuma ternyata cropnya pendek bgt 😁,5
591,A***a,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S","Bahannya bagus bgt tebel, gak nerawang, nyaman!",5
592,L***a,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",warna olivenya bagus,5
594,Yulianita,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",Harus beli 1 ukuran dari yg biasa dipakai..,5
595,D***i,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",Ternyata size s nya itu bnr” kecil kirain bs muat ternyata kaga 😂 next order size m,5
596,sarah,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",Bagus sekali,5
597,N***a,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",Modelnya kekinian 😍.,5
598,A***a,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S","Sayang bajunya gak dikirim padahal dulu beli tanktop ini karena salah ukuran, suka banget sama tanktopnya",4
599,L***a,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",Bahannya adem. Modelnya kekinian 😍. Tidak menerawang. Bahan menyerap keringat. Jahitannya rapi. Enak dipakai ✨.,5
600,Warniti,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S","Warnanya cantik 💚. Enak dipakai ✨. Yg terpenting resellernya amanah. terimakasih ini orderan kedua saya, semoga semakin maju",5
601,Regi,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S","good seksi banget buat istriii,Enak dipakai ✨. Warnanya cantik 💚 cuma kayanya talinya gak akan bertahan lama, tapi semoga awet ❤️",5
602,Warniti,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",Modelnya kekinian 😍. Bahannya adem. Enak dipakai ✨. suka bgt 😊,5
604,Connie,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S","bhn ok, jahitan rapi, ga tipis.
ini ukuran kecil, jd hrs benar2 lihat spek nya.

respon seller bgs & pengiriman cpt.",5
605,M***a,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S","pas,thx...",5
606,Lina,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",Bahannya adem. Enak dipakai ✨. Modelnya kekinian 😍. Jahitannya rapi. Bahan menyerap keringat. Tidak menerawang. Warnanya cantik 💚.,5
608,LISDA,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",Bahannya adem. Modelnya kekinian 😍. Jahitannya rapi. Bahan menyerap keringat.,5
609,Yulsa,"HanaFashion - Kendall Crop Tank Top Wanita - TT114 - Royal Blue, S",Bahannya adem😍😍😍,5
611,Susan,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","Bahan bagus, jahitan rapi, harga ok bgt. pengiriman aman.",5
612,Lenny,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","sesuai deskripsi, jahitan rapi, respon seller ok, pengiriman cepat",5
613,Fadjar,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","Bagus, harga muraah.. kualitas lumayan, bisa buat jalan..",5
614,R***a,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",bagus pokonya tdak mngecewakan 😍,5
615,Yumi,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",bahan halus&cantik,5
616,Fie,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",ukuran pas ..bagus bahannya,5
617,L***z,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",Bahan sifon tipis & panas.. kemahalan utk bahan keq gini dgn harga tertera..,3
618,maria,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",sesuai foto,5
619,Ranididie,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","cardigannya bagus, pas bgt, pengirimannya cepat, trimakasih",5
620,R***a,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",bagus bahannya jatoh. cm agak kurang panjang depannya. yg belakang pas sih. bagian depan agak gantung karena ketarik di bagian dada.,5
621,aprilia,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","over all okee, cumaa jahitan kurang rapi dan ini udah beli yang keduaaa kali nyaaa",5
622,Meta,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",Beli lagiiii.. puasss bgt,5
623,Meta,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",Udah pesan ke 2x... keren..,5
624,Fie,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",ukuran L pas di badan sesuai deskripsi..bahannya halus n jahitan rapi.suka banget,5
625,D***n,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","Ukuran pas. termasuk longgar sih buat aku yang tb 145, bb 50.
Bahannya ga terlalu tipis. Jaitan juga rapi. dipakenya juga nyaman.
Admin responsif, cuma mungkin karna bany...",5
626,Y***n,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","Produk ok, sesuai deskripsi, enak di pakai, harga terjangkau, seller fast response, barang sesuai pesanan, jahitan rapi, pengiriman cepat dan packingan rapi.",4
627,Anastasia,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","sesuai harga dan kualitas.
oke banget klo utk keperluan mendadak yang butuh baju sesuai dress code.

kebetulan anakku hrs pakai baju merah

jahitan rapi, pokoknya sesuai...",5
628,M***t,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","Puas banget .... bahannya bagus, warna sesuai, jahitan rapi & ukurannya jg pas 🤩",5
629,Dawi,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",Suka banget sama modelnya yg simple tapi berkesan elegan. Mau beli warna lain lagi 😁,5
630,Burhan,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",bajunya bagus...rekomendasi banget,5
631,E***i,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",ukuran pas n nyaman dipakainya.,5
632,Natalia,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",bahan nya bukan katun dan tipis untuk warna putih nya,4
633,I***a,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",lmyan,4
634,L***i,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","murah..tapi bagus, jahitan halus. proses cepat. seller 👍",5
635,nil,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","Ukuran pas. Bahannya sesuai deskripsi, tipis tapi memang ini yg saya perlu. Delivery jg cepat. Respon seller oke. Thank you Seller",5
636,K***e,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","bagus sekali jahitannya super rapi. sy biasanya size L, tp ini ukurannya pas di saya",5
637,Brigitta,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",Seller yg 1 ini luar biasa. Saya sudah memohon2 untuk dibatalkan krn salah pemilihan pengiriman nya mau saya ubah ke same day. Krn bajunya mau dipakai esok hari. Tidak di...,1
638,D***e,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","TB 158, BB 59 kilo, kalo type yg pundak KAGA lebar, pake ukuran M aja , jangan ukuran L. kalo type pundak lebar dan 'tebel', pake L.  ini order kedua saya. yg per...",5
640,L***a,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","ukuran pas, jahitan rapi.bahan halus..nyaman dipakai..next order warna lain..thanks seller",5
641,h***i,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","size nya memang pendek jatuhnya di badan, klo yg suka agak oversize baiknya ambil nomor yg lebih besar dan bahan nya baguss, tks seller n courier yg antar.",4
642,D***e,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","ukuran pas. tb 155, bb 59, LD 97, pake ukuran L. awalnya ragu mau M atau L. tp untuk yg kaga suka pake baju terlalu 'melihatkan' lekuk badan, mending ambil L, mes...",5
643,Ika,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","keren buat outer siist, Assseli",5
644,yesinta,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","bahanya enak kak dingin gk panas, jahitan rapi poll, model simple tp elegan kekinian, hrga mantulll top markotop dah..🥳🥳😘😍",5
645,Marline,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",tipis banget,5
646,L***A,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",bagus .jahitan rapih...,5
647,N***e,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","bahan, jahitan dan size semuanya perfect, sesuai dengan style saya",5
648,M***s,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",lawas bonor,5
649,m***a,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",barangnya bagus. saya beli beberapa kali produk di sini.,5
650,M***i,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","respon dan pengiriman cpt,bahan lembut, jahitan rapi, model cantik. tks",5
651,M***a,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","Prosesnya luamaaa.... bahan gak meresap keringat, sesuai harga",5
652,M***s,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",barangnya sudah sampai tapi lawas bonorrr sampai batuha yg manunggu...wkwk...uyuh banar paketnya,5
653,J,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","bagus, sesuai harga",5
654,F***a,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","Bagus,Jahitan Rapi, Sesuai pesanan. Terima Kasih",5
655,Maya,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",baguusss bangetttt sukaaaaa Bahannya lembut Jahitannya rapi,5
656,Donna,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",bagus keliatan mewah guys,5
657,Devi,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","sebenernya mau beli ukuran M ternyata mikir lgi buat up sizenya jadi L. Cukup  dan keliatan pas jadi gak terlalu oversize di aku dgn tb 163 dan bb 63kg, kainny enak gak a...",5
658,R***h,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","bahannya adem cocok buat jalan, outfitnya bagus kata org2, wah puas rasanya belanja di sini, recommended, kurirnya juga juga ramah",5
659,T***a,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","Bagus,suka banget sm bajunya",5
660,Nurianty,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",cardigan bagus...seller gercep,5
661,Ma,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","Rapi jahitannya
Bagus ko
Rekomended",5
662,Aldy,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","Outernya bagussss, kebetulan memang cari yang modelnya simple... Bisa dipadu-padankan dengan banyak baju tanpa lengan... 😁
Untuk BB 45an pakai ukuran S, pas... 👍👍
Kala...",5
663,M***i,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","respon dan pengiriman cpt, barang sesuai, nyaman dipakai.tks",5
664,Hengky,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",Produk sesuai deskripsi. Thx,5
665,M***s,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",top,5
666,U***y,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","Bahan tipis ga nyerep kringet, model simpel, sekedar aksen penutup bahu. Okelaaah.. 👍👍",5
667,Enni,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",barangnya oke pas di badan,5
670,Vania,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","produk sesuai deskripsi, thanks",5
671,Hengky,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","Produk sesuai deskripsi, thanks.",5
672,Ipiet,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",tipis sekali kainnya,4
673,Maria,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","packing rapih banget
respon dan pengiriman sangat cepat",5
674,M***i,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","Saya sudah kasih catatan minta warna hitam dan juga sudah chat ke penjual warna hitam tapi yg dikirim warna maroom, parah engga menghargai pembeli",1
676,V***a,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",Warnanya cantik 💚. Jahitannya rapi.,5
677,A***l,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","Sebelum check out, sudah tanya ke penjual ber ulang ulang 3x apakah confirm barang nya ready stock. Dijawab iya, tp begitu di payment besoknya di info barang tidak ready...",1
678,L***a,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","Bahan tipis sesuai yg saya mau, model sederhana, kualitas dan harga sesuai. Recommended seller & recommended product",5
679,E***a,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",😍😍😍😍,5
680,V***a,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",ud lama cari yg simple gini.. nice.. Bahannya lembut. Jahitannya rapi. Tebalnya pas!. Warnanya cantik 💚. Bahannya adem.,5
681,Widiana,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","saya pesan warna navy & white uk Xl di kasihnya warna Maroon uk S , mana bisa di pakai",1
682,Vita,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",beli karna melihat ulasan. tyt tipis ya. bhnnya rada kasar jg. lumayan lah sesuai harga,4
683,toko,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",bahan tipis tp adeam ..,5
684,A***a,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",Sesuai ekspektasi dengan harga yg ditawarkan. Sizenya juga pas di badan ku,5
685,J***I,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",cardigannys bagus  bahan sifon.  pas ukuran saya. Ngak nyesel...mo cari warna lain ah..,5
686,Yuliati,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",Bahannya adem.,5
687,Lovi,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","baguus, Tb 150, BB 62 , agak gede dikit kl dipake kaya outer biasa, tp bisa juga dimodif pake nya,  tinggal diiket jadi pas banget..",5
688,E***a,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",looks good on me!🍁,5
689,A***a,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","bagus, sesuai gambar",5
690,jessica,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",harga murah tapi barang bagus,5
692,r***a,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",bagus outernyaa,5
693,distaguvenilir,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",Nyesel beli 1 doang wkwkw,5
694,Sally,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","bagus, bahannya jg enak",5
695,l***i,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","salah pencet udah dirubah,sip sesuai pesanan,ok bajunya",5
696,Yanti,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","Barang bagus ,sesuai dengan pesanan jahitan rapi ,pengiriman cepat lagi 👍",5
697,P***l,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",Sesuai deskripsi. Mohon prosesnya dipercepat.,5
698,Clarissa,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","bahan nya ok..tp agak nerawang
ternyata ukuran L agak besar d sy 😅
tp overall ok 😊 sy suka",5
699,Naths,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","Maaf terlambat memberi ulasannya 🙏🏻
Secara keseluruhan, semua bagus. Terima kasih.",5
700,Mikeu,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",suka banget sm cardigan nya bagus,5
701,nurlaila,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","bagus banget, bahah nya jga enak, pokoknya keren, terimakasih",5
702,V***y,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",baguss,5
703,Raina,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","bagus banget sumpah. bahan adem, nyaman gak bilin gatel pokok nye enak fi pake lah",5
704,A***a,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","bagus kok, cuma ada sedikit bagian yg gak kejahit.",4
705,Abe,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","Bagus banget, harga murce tapi elegan,, 
kereeen, unt. aq yg BB 50 TB 159 ukuran S pass bgt, masih longgar dan nyaman,,
semoga produknya makin banyak pilihan yg bagus2
pu...",5
706,Sandy,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",bagus banget.ga nyesel,5
707,N***i,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","bahannya bagus,modelnya keren",5
708,Neny,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","barang sampe dgn selamat
pengiriman sesuai estimasi
packaging rapi
wrn dan size sesuai request
thanks ya seller 😊",5
709,Ani,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",mayan,4
712,Karlina,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","bahannya adem, enak dipakai",5
713,Aryani,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","halooo kak, brg udah sampe, cpt & sesuai yg sy inginkan, maaf g sempet video, lgs di cuci krn mau dipakai cardigan nya, thank you",5
714,reni,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",di BB 77 ( keadaan hamil) ukuran XXL nyaman bgt,5
715,c***o,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","entah kenapa cuttingnya agak aneh. tapi celananya nyaman dipakai, bahan juga oke. cocok utk celana tidur",4
716,Ismi,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",karetnya gampang banget melar,4
717,Agus,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",bahannya bagus rapih jahitannya,5
718,Isnugraika,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","jahitan rapi, pelayanan toko baik",5
719,A***a,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",Gede bgt,3
720,Sayu,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","bahannya sesuai deskripsi, cutting nya sedikit diperhatikan lagi ya. Overall good.",5
721,P***y,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",warnanya bagus dan pesanannya lancar dan sesuai. Terima kasih banyak seller,5
722,B***t,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",biar bintang yang bicara,5
723,Ina,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","Barang bagus,bahan halus
sesuai dgn foto
terima kasih 🙏☺️",5
724,F***y,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","Ukuran sesuai deskripsi, jahitan bagus, bahannya nyaman, seller ramah sekali, pengiriman cepat, mantap👍👍",5
725,A***a,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",c,5
726,Titan,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",Bagusss,5
727,rio,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",lucu,5
728,N***y,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","cocok memang buat celana santai di rumah, type bahan tipis dan ringan.",5
729,S***a,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","pémbelian kedua, Bahan adem. Jahitan lumayan rapi. Ukuran L pas , nyaman di pinggang.  Cengkraman karetnya nyaman. Yg pembelian pertama beli ukuran XL, agak kebesaran nam...",5
730,R,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",nyaman.. material cantik,5
731,U***k,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","pastiin sesuai ukurang pinggang,",5
733,h***h,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","bahannya adem bgt, bagus.. buat bb 52 tb158 ga ngetat tp pas gitu enak nyaman dipakenya.. warnanya juga bagus soft gt ga norak.. next bakal beli lg kayaknyaa hehe",5
734,Y***a,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","aduh ini celana nyaman bgt enteng longgar adem, ga berasa pake celana😂 udah pasti bakal beli lagi next time, suka bgt.",5
735,R***t,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",bahan adem dan halus,5
736,N***r,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",Oke.,5
738,A***f,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","bagus banget bahan dan modelnya, makasih",5
739,Evita,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","Bagus bahannya, cuttingnya jg rapi. Tp blm dicoba pas atau ngga dibadan. Thanks min",5
740,Muhammad,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",barangnya bagus warnanya cakep dan tidak terlalu tipis. pas lah,5
743,F***i,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","bagus banget sesuai deskripsi dan foto, bb 70 masih kegedean rekomen deh pokonya",5
746,Aisah,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","repurchase ke 2 kalinya, nungguin restock yg warna item ❤️❤️❤️🤏🥺✨️",5
747,T***a,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","Barang datang tepat waktu. Packaging rapi dan aman. Seller fast respond. Kualitas barang juga lumayan plus jahitannya lumayan rapi. Hanya saja, kolornya tidak seimbang an...",4
748,J***y,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","kebesaran sih .. musti pilih 1 nomor lebih kecil..tapi oke lah celananya utk harga segitu, rapih jahitannya",5
750,Sherry,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","bahan adem, barang bagus. hanya pelayanan dan pengiriman yg perlu ditingkatkan lg",4
751,vresly,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",celananya syakepp bgt,5
752,F***o,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",bahannya enak di pake,5
756,Yuni,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","udah beli ke 2x
bagus warna nya juga bagus",5
757,M***d,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",akan beli lagi,5
758,Rony,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",tinggi 162 bb 51 pas pakai L,5
759,A***y,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",Nyaman dipakai ✨. Jahitannya rapi.,5
